Customer_ID,default,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans ,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker
100798,0,A14,12,A34,A42,1258.0,A61,A72,2,A92,A101,4,A122,22.0,A143,A151,2,A172,1,A191,A201
100799,0,A14,24,A33,A40,717.0,A65,A75,4,A94,A101,4,A123,54.0,A143,A152,2,A173,1,A192,A201
100800,0,A12,9,A32,A40,1549.0,A65,A72,4,A93,A101,2,A121,35.0,A143,A152,1,A171,1,A191,A201
100801,0,A14,24,A34,A46,1597.0,A61,A75,4,A93,A101,4,A124,54.0,A143,A153,2,A173,2,A191,A201
100802,0,A12,18,A34,A43,1795.0,A61,A75,3,A92,A103,4,A121,48.0,A141,A151,2,A172,1,A192,A201
100803,0,A11,20,A34,A42,4272.0,A61,A75,1,A92,A101,4,A122,24.0,A143,A152,2,A173,1,A191,A201
100804,0,A14,12,A34,A43,976.0,A65,A75,4,A93,A101,4,A123,35.0,A143,A152,2,A173,1,A191,A201
100805,0,A12,12,A32,A40,7472.0,A65,A71,1,A92,A101,2,A121,24.0,A143,A151,1,A171,1,A191,A201
100806,1,A11,36,A32,A40,9271.0,A61,A74,2,A93,A101,1,A123,24.0,A143,A152,1,A173,1,A192,A201
100807,0,A12,6,A32,A43,590.0,A61,A72,3,A94,A101,3,A121,26.0,A143,A152,1,A172,1,A191,A202
100808,0,A14,12,A34,A43,930.0,A65,A75,4,A93,A101,4,A121,65.0,A143,A152,4,A173,1,A191,A201
100809,0,A12,42,A31,A41,9283.0,A61,A71,1,A93,A101,2,A124,55.0,A141,A153,1,A174,1,A192,A201
100810,1,A12,15,A30,A40,1778.0,A61,A72,2,A92,A101,1,A121,26.0,A143,A151,2,A171,1,A191,A201
100811,0,A12,8,A32,A49,907.0,A61,A72,3,A94,A101,2,A121,26.0,A143,A152,1,A173,1,A192,A201
100812,0,A12,6,A32,A43,484.0,A61,A74,3,A94,A103,3,A121,28.0,A141,A152,1,A172,1,A191,A201
100813,1,A11,36,A34,A41,9629.0,A61,A74,4,A93,A101,4,A123,24.0,A143,A152,2,A173,1,A192,A201
100814,1,A11,48,A32,A44,3051.0,A61,A73,3,A93,A101,4,A123,54.0,A143,A152,1,A173,1,A191,A201
100815,1,A11,48,A32,A40,3931.0,A61,A74,4,A93,A101,4,A124,46.0,A143,A153,1,A173,2,A191,A201
100816,0,A12,36,A33,A40,7432.0,A61,A73,2,A92,A101,2,A122,54.0,A143,A151,1,A173,1,A191,A201
100817,0,A14,6,A32,A44,1338.0,A63,A73,1,A91,A101,4,A121,62.0,A143,A152,1,A173,1,A191,A201
100818,0,A14,6,A34,A43,1554.0,A61,A74,1,A92,A101,2,A123,24.0,A143,A151,2,A173,1,A192,A201
100819,0,A11,36,A32,A410,15857.0,A61,A71,2,A91,A102,3,A123,43.0,A143,A152,1,A174,1,A191,A201
100820,1,A11,18,A32,A43,1345.0,A61,A73,4,A94,A101,3,A121,26.0,A141,A152,1,A173,1,A191,A201
100821,0,A14,12,A32,A40,1101.0,A61,A73,3,A94,A101,2,A121,27.0,A143,A152,2,A173,1,A192,A201
100822,0,A13,12,A32,A43,3016.0,A61,A73,3,A94,A101,1,A123,24.0,A143,A152,1,A173,1,A191,A201
100823,1,A11,36,A32,A42,2712.0,A61,A75,2,A93,A101,2,A122,41.0,A141,A152,1,A173,2,A191,A201
100824,0,A11,8,A34,A40,731.0,A61,A75,4,A93,A101,4,A121,47.0,A143,A152,2,A172,1,A191,A201
100825,0,A14,18,A34,A42,3780.0,A61,A72,3,A91,A101,2,A123,35.0,A143,A152,2,A174,1,A192,A201
100826,0,A11,21,A34,A40,1602.0,A61,A75,4,A94,A101,3,A123,30.0,A143,A152,2,A173,1,A192,A201
100827,1,A11,18,A34,A40,3966.0,A61,A75,1,A92,A101,4,A121,33.0,A141,A151,3,A173,1,A192,A201
100828,1,A14,18,A30,A49,4165.0,A61,A73,2,A93,A101,2,A123,36.0,A142,A152,2,A173,2,A191,A201
100829,1,A11,36,A32,A41,8335.0,A65,A75,3,A93,A101,4,A124,47.0,A143,A153,1,A173,1,A191,A201
100830,0,A12,48,A33,A49,6681.0,A65,A73,4,A93,A101,4,A124,38.0,A143,A153,1,A173,2,A192,A201
100831,0,A14,24,A33,A49,2375.0,A63,A73,4,A93,A101,2,A123,44.0,A143,A152,2,A173,2,A192,A201
100832,1,A11,18,A32,A40,1216.0,A61,A72,4,A92,A101,3,A123,23.0,A143,A151,1,A173,1,A192,A201
100833,1,A11,45,A30,A49,11816.0,A61,A75,2,A93,A101,4,A123,29.0,A143,A151,2,A173,1,A191,A201
100834,0,A12,24,A32,A43,5084.0,A65,A75,2,A92,A101,4,A123,42.0,A143,A152,1,A173,1,A192,A201
100835,1,A13,15,A32,A43,2327.0,A61,A72,2,A92,A101,3,A121,25.0,A143,A152,1,A172,1,A191,A201
100836,1,A11,12,A30,A40,1082.0,A61,A73,4,A93,A101,4,A123,48.0,A141,A152,2,A173,1,A191,A201
100837,0,A14,12,A32,A43,886.0,A65,A73,4,A92,A101,2,A123,21.0,A143,A152,1,A173,1,A191,A201
100838,0,A14,4,A32,A42,601.0,A61,A72,1,A92,A101,3,A121,23.0,A143,A151,1,A172,2,A191,A201
100839,0,A11,24,A34,A41,2957.0,A61,A75,4,A93,A101,4,A122,63.0,A143,A152,2,A173,1,A192,A201
100840,0,A14,24,A34,A43,2611.0,A61,A75,4,A94,A102,3,A121,46.0,A143,A152,2,A173,1,A191,A201
100841,1,A11,36,A32,A42,5179.0,A61,A74,4,A93,A101,2,A122,29.0,A143,A152,1,A173,1,A191,A201
100842,0,A14,21,A33,A41,2993.0,A61,A73,3,A93,A101,2,A121,28.0,A142,A152,2,A172,1,A191,A201
100843,1,A14,18,A32,A45,1943.0,A61,A72,4,A92,A101,4,A121,23.0,A143,A152,1,A173,1,A191,A201
100844,0,A14,24,A31,A49,1559.0,A61,A74,4,A93,A101,4,A123,50.0,A141,A152,1,A173,1,A192,A201
100845,0,A14,18,A32,A42,3422.0,A61,A75,4,A93,A101,4,A122,47.0,A141,A152,3,A173,2,A192,A201
100846,0,A12,21,A32,A42,3976.0,A65,A74,2,A93,A101,3,A123,35.0,A143,A152,1,A173,1,A192,A201
100847,1,A14,18,A32,A40,6761.0,A65,A73,2,A93,A101,4,A123,68.0,A143,A151,2,A173,1,A191,A201
100848,0,A14,24,A32,A40,1249.0,A61,A72,4,A94,A101,2,A121,28.0,A143,A152,1,A173,1,A191,A201
100849,0,A11,9,A32,A43,1364.0,A61,A74,3,A93,A101,4,A121,59.0,A143,A152,1,A173,1,A191,A201
100850,1,A11,12,A32,A43,709.0,A61,A75,4,A93,A101,4,A121,57.0,A142,A152,1,A172,1,A191,A201
100851,1,A11,20,A34,A40,2235.0,A61,A73,4,A94,A103,2,A122,33.0,A141,A151,2,A173,1,A191,A202
100852,0,A14,24,A34,A41,4042.0,A65,A74,3,A93,A101,4,A122,43.0,A143,A152,2,A173,1,A192,A201
100853,0,A14,15,A34,A43,1471.0,A61,A73,4,A93,A101,4,A124,35.0,A143,A153,2,A173,1,A192,A201
100854,1,A11,18,A31,A40,1442.0,A61,A74,4,A93,A101,4,A124,32.0,A143,A153,2,A172,2,A191,A201
100855,0,A14,36,A33,A40,10875.0,A61,A75,2,A93,A101,2,A123,45.0,A143,A152,2,A173,2,A192,A201
100856,0,A14,24,A32,A40,1474.0,A62,A72,4,A94,A101,3,A121,33.0,A143,A152,1,A173,1,A192,A201
100857,0,A14,10,A32,A48,894.0,A65,A74,4,A92,A101,3,A122,40.0,A143,A152,1,A173,1,A192,A201
100858,0,A14,15,A34,A42,3343.0,A61,A73,4,A93,A101,2,A124,28.0,A143,A153,1,A173,1,A192,A201
100859,1,A11,15,A32,A40,3959.0,A61,A73,3,A92,A101,2,A122,29.0,A143,A152,1,A173,1,A192,A201
100860,0,A14,9,A32,A40,3577.0,A62,A73,1,A93,A103,2,A121,26.0,A143,A151,1,A173,2,A191,A202
100861,0,A14,24,A34,A41,5804.0,A64,A73,4,A93,A101,2,A121,27.0,A143,A152,2,A173,1,A191,A201
100862,1,A14,18,A33,A49,2169.0,A61,A73,4,A94,A101,2,A123,28.0,A143,A152,1,A173,1,A192,A201
100863,1,A11,24,A32,A43,2439.0,A61,A72,4,A92,A101,4,A121,35.0,A143,A152,1,A173,1,A192,A201
100864,0,A14,27,A34,A42,4526.0,A64,A72,4,A93,A101,2,A121,32.0,A142,A152,2,A172,2,A192,A201
100865,1,A14,10,A32,A42,2210.0,A61,A73,2,A93,A101,2,A121,25.0,A141,A151,1,A172,1,A191,A201
100866,0,A14,15,A32,A42,2221.0,A63,A73,2,A92,A101,4,A123,20.0,A143,A151,1,A173,1,A191,A201
100867,0,A11,18,A32,A43,2389.0,A61,A72,4,A92,A101,1,A123,27.0,A142,A152,1,A173,1,A191,A201
100868,0,A14,12,A34,A42,3331.0,A61,A75,2,A93,A101,4,A122,42.0,A142,A152,1,A173,1,A191,A201
100869,0,A14,36,A32,A49,7409.0,A65,A75,3,A93,A101,2,A122,,A143,A152,2,A173,1,A191,A201
100870,0,A11,12,A32,A42,652.0,A61,A75,4,A92,A101,4,A122,,A143,A151,1,A173,1,A191,A201
100871,0,A14,36,A33,A42,7678.0,A63,A74,2,A92,A101,4,A123,40.0,A143,A152,2,A173,1,A192,A201
100872,0,A13,6,A34,A40,1343.0,A61,A75,1,A93,A101,4,A121,46.0,A143,A152,2,A173,2,A191,A202
100873,0,A11,24,A34,A49,1382.0,A62,A74,4,A93,A101,1,A121,26.0,A143,A152,2,A173,1,A192,A201
100874,0,A14,15,A32,A44,874.0,A65,A72,4,A92,A101,1,A121,24.0,A143,A152,1,A173,1,A191,A201
100875,0,A11,12,A32,A42,3590.0,A61,A73,2,A93,A102,2,A122,29.0,A143,A152,1,A172,2,A191,A201
100876,0,A12,11,A34,A40,1322.0,A64,A73,4,A92,A101,4,A123,40.0,A143,A152,2,A173,1,A191,A201
100877,0,A11,18,A31,A43,1940.0,A61,A72,3,A93,A102,4,A124,36.0,A141,A153,1,A174,1,A192,A201
100878,0,A14,36,A32,A43,3595.0,A61,A75,4,A93,A101,2,A123,28.0,A143,A152,1,A173,1,A191,A201
100879,1,A11,9,A32,A40,1422.0,A61,A72,3,A93,A101,2,A124,27.0,A143,A153,1,A174,1,A192,A201
100880,0,A14,30,A34,A43,6742.0,A65,A74,2,A93,A101,3,A122,36.0,A143,A152,2,A173,1,A191,A201
100881,0,A14,24,A32,A41,7814.0,A61,A74,3,A93,A101,3,A123,38.0,A143,A152,1,A174,1,A192,A201
100882,0,A14,24,A32,A41,9277.0,A65,A73,2,A91,A101,4,A124,48.0,A143,A153,1,A173,1,A192,A201
100883,0,A12,30,A34,A40,2181.0,A65,A75,4,A93,A101,4,A121,36.0,A143,A152,2,A173,1,A191,A201
100884,0,A14,18,A34,A43,1098.0,A61,A71,4,A92,A101,4,A123,65.0,A143,A152,2,A171,1,A191,A201
100885,1,A12,24,A32,A42,4057.0,A61,A74,3,A91,A101,3,A123,43.0,A143,A152,1,A173,1,A192,A201
100886,1,A11,12,A32,A46,795.0,A61,A72,4,A92,A101,4,A122,53.0,A143,A152,1,A173,1,A191,A201
100887,0,A12,24,A34,A49,2825.0,A65,A74,4,A93,A101,3,A124,34.0,A143,A152,2,A173,2,A192,A201
100888,1,A12,48,A32,A49,15672.0,A61,A73,2,A93,A101,2,A123,23.0,A143,A152,1,A173,1,A192,A201
100889,0,A14,36,A34,A40,6614.0,A61,A75,4,A93,A101,4,A123,34.0,A143,A152,2,A174,1,A192,A201
100890,0,A14,28,A31,A41,7824.0,A65,A72,3,A93,A103,4,A121,40.0,A141,A151,2,A173,2,A192,A201
100891,0,A11,27,A34,A49,2442.0,A61,A75,4,A93,A101,4,A123,43.0,A142,A152,4,A174,2,A192,A201
100892,0,A14,15,A34,A43,1829.0,A61,A75,4,A93,A101,4,A123,46.0,A143,A152,2,A173,1,A192,A201
100893,0,A11,12,A34,A40,2171.0,A61,A73,4,A93,A101,4,A122,38.0,A141,A152,2,A172,1,A191,A202
100894,0,A12,36,A34,A41,5800.0,A61,A73,3,A93,A101,4,A123,34.0,A143,A152,2,A173,1,A192,A201
100895,0,A14,18,A34,A43,1169.0,A65,A73,4,A93,A101,3,A122,29.0,A143,A152,2,A173,1,A192,A201
100896,0,A14,36,A33,A41,8947.0,A65,A74,3,A93,A101,2,A123,31.0,A142,A152,1,A174,2,A192,A201
100897,0,A11,21,A32,A43,2606.0,A61,A72,4,A92,A101,4,A122,28.0,A143,A151,1,A174,1,A192,A201
100898,0,A14,12,A34,A42,1592.0,A64,A74,3,A92,A101,2,A122,35.0,A143,A152,1,A173,1,A191,A202
100899,0,A14,15,A32,A42,2186.0,A65,A74,1,A92,A101,4,A121,33.0,A141,A151,1,A172,1,A191,A201
100900,1,A11,18,A32,A42,4153.0,A61,A73,2,A93,A102,3,A123,42.0,A143,A152,1,A173,1,A191,A201
100901,1,A11,16,A34,A40,2625.0,A61,A75,2,A93,A103,4,A122,43.0,A141,A151,1,A173,1,A192,A201
100902,0,A14,20,A34,A40,3485.0,A65,A72,2,A91,A101,4,A121,44.0,A143,A152,2,A173,1,A192,A201
100903,0,A14,36,A34,A41,10477.0,A65,A75,2,A93,A101,4,A124,42.0,A143,A153,2,A173,1,A191,A201
100904,0,A14,15,A32,A43,1386.0,A65,A73,4,A94,A101,2,A121,40.0,A143,A151,1,A173,1,A192,A201
100905,0,A14,24,A32,A43,1278.0,A61,A75,4,A93,A101,1,A121,36.0,A143,A152,1,A174,1,A192,A201
100906,0,A11,12,A32,A43,1107.0,A61,A73,2,A93,A101,2,A121,20.0,A143,A151,1,A174,2,A192,A201
100907,0,A11,21,A32,A40,3763.0,A65,A74,2,A93,A102,2,A121,24.0,A143,A152,1,A172,1,A191,A202
100908,0,A12,36,A32,A46,3711.0,A65,A73,2,A94,A101,2,A123,27.0,A143,A152,1,A173,1,A191,A201
100909,0,A14,15,A33,A41,3594.0,A61,A72,1,A92,A101,2,A122,46.0,A143,A152,2,A172,1,A191,A201
100910,0,A12,9,A32,A40,3195.0,A65,A73,1,A92,A101,2,A121,33.0,A143,A152,1,A172,1,A191,A201
100911,0,A14,36,A33,A43,4454.0,A61,A73,4,A92,A101,4,A121,34.0,A143,A152,2,A173,1,A191,A201
100912,1,A12,24,A34,A42,4736.0,A61,A72,2,A92,A101,4,A123,25.0,A141,A152,1,A172,1,A191,A201
100913,0,A12,30,A32,A43,2991.0,A65,A75,2,A92,A101,4,A123,25.0,A143,A152,1,A173,1,A191,A201
100914,0,A14,11,A32,A49,2142.0,A64,A75,1,A91,A101,2,A121,28.0,A143,A152,1,A173,1,A192,A201
100915,1,A11,24,A31,A49,3161.0,A61,A73,4,A93,A101,2,A122,31.0,A143,A151,1,A173,1,A192,A201
100916,1,A12,48,A30,A410,18424.0,A61,A73,1,A92,A101,2,A122,32.0,A141,A152,1,A174,1,A192,A202
100917,0,A14,10,A32,A41,2848.0,A62,A73,1,A93,A102,2,A121,32.0,A143,A152,1,A173,2,A191,A201
100918,1,A11,6,A32,A40,14896.0,A61,A75,1,A93,A101,4,A124,68.0,A141,A152,1,A174,1,A192,A201
100919,1,A11,24,A32,A42,2359.0,A62,A71,1,A91,A101,1,A122,33.0,A143,A152,1,A173,1,A191,A201
100920,1,A11,24,A32,A42,3345.0,A61,A75,4,A93,A101,2,A122,39.0,A143,A151,1,A174,1,A192,A201
100921,0,A14,18,A34,A42,1817.0,A61,A73,4,A92,A101,2,A124,28.0,A143,A152,2,A173,1,A191,A201
100922,0,A14,48,A33,A43,12749.0,A63,A74,4,A93,A101,1,A123,37.0,A143,A152,1,A174,1,A192,A201
100923,1,A11,9,A32,A43,1366.0,A61,A72,3,A92,A101,4,A122,22.0,A143,A151,1,A173,1,A191,A201
100924,0,A12,12,A32,A40,2002.0,A61,A74,3,A93,A101,4,A122,30.0,A143,A151,1,A173,2,A192,A201
100925,1,A11,24,A31,A42,6872.0,A61,A72,2,A91,A101,1,A122,55.0,A141,A152,1,A173,1,A192,A201
100926,1,A11,12,A31,A40,697.0,A61,A72,4,A93,A101,2,A123,46.0,A141,A152,2,A173,1,A192,A201
100927,0,A11,18,A34,A42,1049.0,A61,A72,4,A92,A101,4,A122,21.0,A143,A151,1,A173,1,A191,A201
100928,1,A11,48,A32,A41,10297.0,A61,A74,4,A93,A101,4,A124,39.0,A142,A153,3,A173,2,A192,A201
100929,0,A14,30,A32,A43,1867.0,A65,A75,4,A93,A101,4,A123,58.0,A143,A152,1,A173,1,A192,A201
100930,0,A11,12,A33,A40,1344.0,A61,A73,4,A93,A101,2,A121,43.0,A143,A152,2,A172,2,A191,A201
100931,0,A11,24,A32,A42,1747.0,A61,A72,4,A93,A102,1,A122,24.0,A143,A152,1,A172,1,A191,A202
100932,1,A12,9,A32,A43,1670.0,A61,A72,4,A92,A101,2,A123,22.0,A143,A152,1,A173,1,A192,A201
100933,0,A14,9,A34,A40,1224.0,A61,A73,3,A93,A101,1,A121,30.0,A143,A152,2,A173,1,A191,A201
100934,0,A14,12,A34,A43,522.0,A63,A75,4,A93,A101,4,A122,42.0,A143,A152,2,A173,2,A192,A201
100935,0,A11,12,A32,A43,1498.0,A61,A73,4,A92,A101,1,A123,23.0,A141,A152,1,A173,1,A191,A201
100936,1,A12,30,A33,A43,1919.0,A62,A72,4,A93,A101,3,A124,30.0,A142,A152,2,A174,1,A191,A201
100937,1,A13,9,A32,A43,745.0,A61,A73,3,A92,A101,2,A121,28.0,A143,A152,1,A172,1,A191,A201
100938,0,A12,6,A32,A43,2063.0,A61,A72,4,A94,A101,3,A123,30.0,A143,A151,1,A174,1,A192,A201
100939,1,A12,60,A32,A46,6288.0,A61,A73,4,A93,A101,4,A124,42.0,A143,A153,1,A173,1,A191,A201
100940,0,A14,24,A34,A41,6842.0,A65,A73,2,A93,A101,4,A122,46.0,A143,A152,2,A174,2,A192,A201
100941,0,A14,12,A32,A40,3527.0,A65,A72,2,A93,A101,3,A122,45.0,A143,A152,1,A174,2,A192,A201
100942,0,A14,10,A32,A40,1546.0,A61,A73,3,A93,A101,2,A121,31.0,A143,A152,1,A172,2,A191,A202
100943,0,A14,24,A32,A42,929.0,A65,A74,4,A93,A101,2,A123,31.0,A142,A152,1,A173,1,A192,A201
100944,0,A14,4,A34,A40,1455.0,A61,A74,2,A93,A101,1,A121,42.0,A143,A152,3,A172,2,A191,A201
100945,0,A11,15,A32,A42,1845.0,A61,A72,4,A92,A103,1,A122,46.0,A143,A151,1,A173,1,A191,A201
100946,0,A12,48,A30,A40,8358.0,A63,A72,1,A92,A101,1,A123,30.0,A143,A152,2,A173,1,A191,A201
100947,1,A11,24,A31,A42,3349.0,A63,A72,4,A93,A101,4,A124,30.0,A143,A153,1,A173,2,A192,A201
100948,0,A14,12,A32,A40,2859.0,A65,A71,4,A93,A101,4,A124,38.0,A143,A152,1,A174,1,A192,A201
100949,1,A14,18,A32,A42,1533.0,A61,A72,4,A94,A102,1,A122,43.0,A143,A152,1,A172,2,A191,A201
100950,1,A14,24,A32,A43,3621.0,A62,A75,2,A93,A101,4,A123,31.0,A143,A152,2,A173,1,A191,A201
100951,0,A12,18,A34,A49,3590.0,A61,A71,3,A94,A101,3,A123,40.0,A143,A152,3,A171,2,A192,A201
100952,1,A11,36,A33,A49,2145.0,A61,A74,2,A93,A101,1,A123,24.0,A143,A152,2,A173,1,A192,A201
100953,1,A12,24,A32,A41,4113.0,A63,A72,3,A92,A101,4,A123,28.0,A143,A151,1,A173,1,A191,A201
100954,1,A14,36,A32,A42,10974.0,A61,A71,4,A92,A101,2,A123,26.0,A143,A152,2,A174,1,A192,A201
100955,0,A11,12,A32,A40,1893.0,A61,A73,4,A92,A103,4,A122,29.0,A143,A152,1,A173,1,A192,A201
100956,0,A11,24,A34,A43,1231.0,A64,A75,4,A92,A101,4,A122,57.0,A143,A151,2,A174,1,A192,A201
100957,0,A13,30,A34,A43,3656.0,A65,A75,4,A93,A101,4,A122,49.0,A142,A152,2,A172,1,A191,A201
100958,0,A12,9,A34,A43,1154.0,A61,A75,2,A93,A101,4,A121,37.0,A143,A152,3,A172,1,A191,A201
100959,1,A11,28,A32,A40,4006.0,A61,A73,3,A93,A101,2,A123,45.0,A143,A152,1,A172,1,A191,A201
100960,0,A12,24,A32,A42,3069.0,A62,A75,4,A93,A101,4,A124,30.0,A143,A153,1,A173,1,A191,A201
100961,0,A14,6,A34,A43,1740.0,A61,A75,2,A94,A101,2,A121,30.0,A143,A151,2,A173,1,A191,A201
100962,0,A12,21,A33,A40,2353.0,A61,A73,1,A91,A101,4,A122,47.0,A143,A152,2,A173,1,A191,A201
100963,0,A14,15,A32,A40,3556.0,A65,A73,3,A93,A101,2,A124,29.0,A143,A152,1,A173,1,A191,A201
100964,1,A14,24,A32,A43,2397.0,A63,A75,3,A93,A101,2,A123,35.0,A141,A152,2,A173,1,A192,A201
100965,0,A12,6,A32,A45,454.0,A61,A72,3,A94,A101,1,A122,22.0,A143,A152,1,A172,1,A191,A201
100966,0,A12,30,A32,A43,1715.0,A65,A73,4,A92,A101,1,A123,26.0,A143,A152,1,A173,1,A191,A201
100967,1,A12,27,A34,A43,2520.0,A63,A73,4,A93,A101,2,A122,23.0,A143,A152,2,A172,1,A191,A201
100968,0,A14,15,A32,A43,3568.0,A61,A75,4,A92,A101,2,A123,54.0,A141,A151,1,A174,1,A192,A201
100969,0,A14,42,A32,A43,7166.0,A65,A74,2,A94,A101,4,A122,29.0,A143,A151,1,A173,1,A192,A201
100970,0,A11,11,A34,A40,3939.0,A61,A73,1,A93,A101,2,A121,40.0,A143,A152,2,A172,2,A191,A201
100971,0,A12,15,A32,A45,1514.0,A62,A73,4,A93,A103,2,A121,22.0,A143,A152,1,A173,1,A191,A201
100972,0,A14,24,A32,A40,7393.0,A61,A73,1,A93,A101,4,A122,43.0,A143,A152,1,A172,2,A191,A201
100973,1,A11,24,A31,A40,1193.0,A61,A71,1,A92,A102,4,A124,29.0,A143,A151,2,A171,1,A191,A201
100974,1,A11,60,A32,A49,7297.0,A61,A75,4,A93,A102,4,A124,36.0,A143,A151,1,A173,1,A191,A201
100975,0,A14,30,A34,A43,2831.0,A61,A73,4,A92,A101,2,A123,33.0,A143,A152,1,A173,1,A192,A201
100976,0,A13,24,A32,A43,1258.0,A63,A73,3,A92,A101,3,A123,57.0,A143,A152,1,A172,1,A191,A201
100977,0,A12,6,A32,A43,753.0,A61,A73,2,A92,A103,3,A121,64.0,A143,A152,1,A173,1,A191,A201
100978,0,A12,18,A33,A49,2427.0,A65,A75,4,A93,A101,2,A122,42.0,A143,A152,2,A173,1,A191,A201
100979,1,A14,24,A33,A40,2538.0,A61,A75,4,A93,A101,4,A123,47.0,A143,A152,2,A172,2,A191,A201
100980,1,A12,15,A31,A40,1264.0,A62,A73,2,A94,A101,2,A122,25.0,A143,A151,1,A173,1,A191,A201
100981,1,A12,30,A34,A42,8386.0,A61,A74,2,A93,A101,2,A122,49.0,A143,A152,1,A173,1,A191,A201
100982,1,A14,48,A32,A49,4844.0,A61,A71,3,A93,A101,2,A123,33.0,A141,A151,1,A174,1,A192,A201
100983,0,A13,21,A32,A40,2923.0,A62,A73,1,A92,A101,1,A123,28.0,A141,A152,1,A174,1,A192,A201
100984,1,A11,36,A32,A41,8229.0,A61,A73,2,A93,A101,2,A122,26.0,A143,A152,1,A173,2,A191,A201
100985,0,A14,24,A34,A42,2028.0,A61,A74,2,A93,A101,2,A122,30.0,A143,A152,2,A172,1,A191,A201
100986,0,A11,15,A34,A42,1433.0,A61,A73,4,A92,A101,3,A122,25.0,A143,A151,2,A173,1,A191,A201
100987,0,A13,42,A30,A49,6289.0,A61,A72,2,A91,A101,1,A122,33.0,A143,A152,2,A173,1,A191,A201
100988,0,A14,13,A32,A43,1409.0,A62,A71,2,A92,A101,4,A121,64.0,A143,A152,1,A173,1,A191,A201
100989,0,A11,24,A32,A41,6579.0,A61,A71,4,A93,A101,2,A124,29.0,A143,A153,1,A174,1,A192,A201
100990,0,A12,24,A34,A43,1743.0,A61,A75,4,A93,A101,2,A122,48.0,A143,A152,2,A172,1,A191,A201
100991,0,A14,12,A34,A46,3565.0,A65,A72,2,A93,A101,1,A122,37.0,A143,A152,2,A172,2,A191,A201
100992,0,A14,15,A31,A43,1569.0,A62,A75,4,A93,A101,4,A123,34.0,A141,A152,1,A172,2,A191,A201
100993,0,A11,18,A32,A43,1936.0,A65,A74,2,A94,A101,4,A123,23.0,A143,A151,2,A172,1,A191,A201
100994,0,A11,36,A32,A42,3959.0,A61,A71,4,A93,A101,3,A122,30.0,A143,A152,1,A174,1,A192,A201
100995,0,A14,12,A32,A40,2390.0,A65,A75,4,A93,A101,3,A123,50.0,A143,A152,1,A173,1,A192,A201
100996,0,A14,12,A32,A42,1736.0,A61,A74,3,A92,A101,4,A121,31.0,A143,A152,1,A172,1,A191,A201
100997,0,A11,30,A32,A41,3857.0,A61,A73,4,A91,A101,4,A122,40.0,A143,A152,1,A174,1,A192,A201
100998,0,A14,12,A32,A43,804.0,A61,A75,4,A93,A101,4,A123,38.0,A143,A152,1,A173,1,A191,A201
100999,1,A11,45,A32,A43,1845.0,A61,A73,4,A93,A101,4,A124,23.0,A143,A153,1,A173,1,A192,A201
101000,0,A12,45,A34,A41,4576.0,A62,A71,3,A93,A101,4,A123,27.0,A143,A152,1,A173,1,A191,A201
101001,0,A11,6,A34,A43,1169.0,A65,A75,4,A93,A101,4,A121,67.0,A143,A152,2,A173,1,A192,A201
101002,0,A12,48,A32,A43,5951.0,A61,A73,2,A92,A101,2,A121,22.0,A143,A152,1,A173,1,A191,A201
101003,0,A14,12,A34,A46,2096.0,A61,A74,2,A93,A101,3,A121,49.0,A143,A152,1,A172,2,A191,A201
101004,0,A11,42,A32,A42,7882.0,A61,A74,2,A93,A103,4,A122,45.0,A143,A153,1,A173,2,A191,A201
101005,1,A11,24,A33,A40,4870.0,A61,A73,3,A93,A101,4,A124,53.0,A143,A153,2,A173,2,A191,A201
101006,0,A14,36,A32,A46,9055.0,A65,A73,2,A93,A101,4,A124,35.0,A143,A153,1,A172,2,A192,A201
101007,0,A14,24,A32,A42,2835.0,A63,A75,3,A93,A101,4,A122,53.0,A143,A152,1,A173,1,A191,A201
101008,0,A12,36,A32,A41,6948.0,A61,A73,2,A93,A101,2,A123,35.0,A143,A151,1,A174,1,A192,A201
101009,0,A14,12,A32,A43,3059.0,A64,A74,2,A91,A101,4,A121,61.0,A143,A152,1,A172,1,A191,A201
101010,1,A12,30,A34,A40,5234.0,A61,A71,4,A94,A101,2,A123,28.0,A143,A152,2,A174,1,A191,A201
101011,1,A12,12,A32,A40,1295.0,A61,A72,3,A92,A101,1,A123,25.0,A143,A151,1,A173,1,A191,A201
101012,1,A11,48,A32,A49,4308.0,A61,A72,3,A92,A101,4,A122,24.0,A143,A151,1,A173,1,A191,A201
101013,0,A12,12,A32,A43,1567.0,A61,A73,1,A92,A101,1,A123,22.0,A143,A152,1,A173,1,A192,A201
101014,1,A11,24,A34,A40,1199.0,A61,A75,4,A93,A101,4,A123,60.0,A143,A152,2,A172,1,A191,A201
101015,0,A11,15,A32,A40,1403.0,A61,A73,2,A92,A101,4,A123,28.0,A143,A151,1,A173,1,A191,A201
101016,1,A11,24,A32,A43,1282.0,A62,A73,4,A92,A101,2,A123,32.0,A143,A152,1,A172,1,A191,A201
